data,temp_media,temp_max,temp_min,precipitacao,evapotranspiracao,vento_max,municipio
2015-07-14,24.9,30.8,19.9,0.0,6.31,29.1,Petrolina
2015-07-15,24.5,28.9,21.5,0.0,5.07,34.0,Petrolina
2015-07-16,24.2,30.5,20.7,0.1,5.24,33.7,Petrolina
2015-07-17,24.0,29.3,19.8,0.0,5.45,25.9,Petrolina
2015-07-18,23.7,29.4,19.8,0.0,5.5,28.1,Petrolina
2015-07-19,23.2,28.2,18.4,0.0,5.17,27.2,Petrolina
2015-07-20,23.5,28.0,19.6,0.0,4.07,27.1,Petrolina
2015-07-21,23.9,30.2,18.8,0.0,5.76,24.0,Petrolina
2015-07-22,24.6,30.9,18.9,0.0,6.06,23.2,Petrolina
2015-07-23,23.6,27.6,20.7,0.8,3.8,25.8,Petrolina
2015-07-24,23.6,27.4,21.2,0.1,3.51,23.0,Petrolina
2015-07-25,24.4,30.5,20.3,0.0,5.43,23.7,Petrolina
2015-07-26,23.9,28.1,19.9,0.0,3.69,21.4,Petrolina
2015-07-27,25.7,31.5,21.4,0.0,6.2,22.0,Petrolina
2015-07-28,25.3,31.9,20.3,0.0,6.13,27.5,Petrolina
2015-07-29,24.9,30.9,20.1,0.0,6.42,26.0,Petrolina
2015-07-30,24.8,31.2,20.5,0.0,6.13,29.3,Petrolina
2015-07-31,23.7,27.5,19.8,0.0,4.54,28.6,Petrolina
2015-08-01,23.1,28.1,17.3,0.0,4.72,26.0,Petrolina
2015-08-02,23.8,29.2,20.5,0.0,5.55,26.3,Petrolina
2015-08-03,23.7,29.9,18.5,0.0,5.78,27.0,Petrolina
2015-08-04,23.6,29.9,18.6,0.0,6.35,22.1,Petrolina
2015-08-05,24.3,30.8,17.9,0.0,6.15,19.3,Petrolina
2015-08-06,25.0,31.2,20.3,0.0,5.49,22.5,Petrolina
2015-08-07,24.6,30.6,19.5,0.0,6.49,22.2,Petrolina
2015-08-08,23.8,30.0,17.8,0.0,6.59,23.4,Petrolina
2015-08-09,23.9,30.7,19.0,0.0,6.05,24.0,Petrolina
2015-08-10,23.4,27.6,19.6,0.1,4.4,27.9,Petrolina
2015-08-11,23.3,29.0,19.3,0.0,6.17,33.4,Petrolina
2015-08-12,22.2,27.6,17.7,0.0,5.48,31.9,Petrolina
2015-08-13,23.1,28.9,18.5,0.0,6.55,29.0,Petrolina
2015-08-14,23.8,28.4,19.8,0.3,4.69,28.8,Petrolina
2015-08-15,24.4,29.6,20.1,0.4,4.86,25.4,Petrolina
2015-08-16,23.6,27.9,19.6,0.0,4.93,27.9,Petrolina
2015-08-17,23.6,28.2,18.9,0.0,5.38,29.6,Petrolina
2015-08-18,24.6,31.1,20.0,0.0,6.65,25.4,Petrolina
2015-08-19,24.5,29.9,20.3,0.3,5.1,25.0,Petrolina
2015-08-20,25.1,31.3,19.4,0.0,6.05,21.6,Petrolina
2015-08-21,26.1,33.3,19.2,0.0,6.8,24.5,Petrolina
2015-08-22,26.1,33.0,20.6,0.0,7.05,24.0,Petrolina
2015-08-23,25.3,31.7,20.0,0.0,6.45,24.0,Petrolina
2015-08-24,25.6,32.4,19.9,0.0,6.96,21.4,Petrolina
2015-08-25,25.9,32.7,19.8,0.0,7.32,21.5,Petrolina
2015-08-26,27.1,33.1,21.4,0.0,6.42,23.4,Petrolina
2015-08-27,27.1,33.6,21.8,0.0,6.81,22.2,Petrolina
2015-08-28,26.8,33.1,20.6,0.0,7.83,25.1,Petrolina
2015-08-29,26.1,32.8,19.7,0.0,7.5,27.9,Petrolina
2015-08-30,25.7,31.7,20.5,0.0,6.8,26.6,Petrolina
2015-08-31,25.0,31.6,19.2,0.0,6.87,27.2,Petrolina
2015-09-01,25.1,31.7,19.6,0.0,6.17,23.6,Petrolina
2015-09-02,26.4,33.4,19.5,0.0,7.55,25.2,Petrolina
2015-09-03,26.2,32.7,20.3,0.0,7.14,24.7,Petrolina
2015-09-04,26.9,34.0,20.2,0.0,7.23,18.7,Petrolina
2015-09-05,28.0,35.6,20.5,0.0,7.54,16.6,Petrolina
2015-09-06,28.3,35.8,20.9,0.0,8.51,21.4,Petrolina
2015-09-07,27.2,34.2,20.0,0.0,8.05,22.5,Petrolina
2015-09-08,27.5,34.6,20.3,0.0,7.92,20.0,Petrolina
2015-09-09,27.9,34.6,21.1,0.0,7.64,20.9,Petrolina
2015-09-10,27.5,34.7,21.1,0.0,8.14,24.5,Petrolina
2015-09-11,27.0,33.7,20.1,0.0,7.45,22.7,Petrolina
2015-09-12,27.8,34.8,20.9,0.0,7.84,21.0,Petrolina
2015-09-13,27.7,34.4,21.5,0.0,7.73,22.5,Petrolina
2015-09-14,27.0,33.6,20.8,0.0,8.0,24.2,Petrolina
2015-09-15,26.8,32.1,22.6,0.0,6.89,27.2,Petrolina
2015-09-16,25.4,32.2,20.0,0.0,6.35,28.5,Petrolina
2015-09-17,26.1,31.9,20.8,0.0,6.84,25.2,Petrolina
2015-09-18,25.4,31.0,20.5,0.1,5.36,25.0,Petrolina
2015-09-19,26.6,33.2,21.3,0.0,6.66,22.7,Petrolina
2015-09-20,26.9,33.6,21.5,0.0,7.34,23.4,Petrolina
2015-09-21,26.9,33.9,20.6,0.0,7.91,21.9,Petrolina
2015-09-22,26.6,33.5,19.8,0.0,7.96,25.4,Petrolina
2015-09-23,27.2,34.5,20.5,0.0,7.8,23.7,Petrolina
2015-09-24,27.5,34.4,20.8,0.0,8.06,22.5,Petrolina
2015-09-25,27.8,34.5,21.1,0.0,7.67,21.3,Petrolina
2015-09-26,28.3,35.1,21.3,0.0,8.28,23.5,Petrolina
2015-09-27,27.4,34.0,21.8,0.0,7.71,25.1,Petrolina
2015-09-28,27.8,34.4,21.1,0.0,7.89,21.8,Petrolina
2015-09-29,28.2,35.3,21.3,0.0,8.44,22.4,Petrolina
2015-09-30,28.1,35.6,20.9,0.0,8.78,25.4,Petrolina
2015-10-01,27.7,33.8,22.8,0.1,7.13,24.5,Petrolina
2015-10-02,26.7,33.3,20.3,0.0,7.99,24.0,Petrolina
2015-10-03,27.8,35.1,20.5,0.0,8.26,24.8,Petrolina
2015-10-04,28.9,36.0,22.0,0.0,8.17,20.0,Petrolina
2015-10-05,30.4,37.5,22.6,0.0,8.1,21.1,Petrolina
2015-10-06,29.6,35.0,24.5,0.0,7.25,23.7,Petrolina
2015-10-07,28.4,33.8,23.2,0.0,7.5,25.2,Petrolina
2015-10-08,26.4,31.0,22.5,0.0,6.08,30.6,Petrolina
2015-10-09,26.0,30.5,21.9,0.3,6.25,28.1,Petrolina
2015-10-10,27.2,33.8,21.3,0.0,7.98,24.5,Petrolina
2015-10-11,26.8,33.1,20.7,0.0,8.18,28.5,Petrolina
2015-10-12,26.6,33.6,20.6,0.0,8.09,26.1,Petrolina
2015-10-13,27.7,35.0,20.6,0.0,8.47,25.6,Petrolina
2015-10-14,27.5,33.6,21.9,0.1,6.76,25.8,Petrolina
2015-10-15,28.1,34.5,22.1,0.0,8.36,29.0,Petrolina
2015-10-16,27.5,34.9,21.0,0.0,8.41,26.2,Petrolina
2015-10-17,27.5,34.8,20.4,0.0,8.33,22.4,Petrolina
2015-10-18,27.7,34.9,20.6,0.0,8.63,21.8,Petrolina
2015-10-19,27.5,33.4,22.2,0.0,6.7,26.3,Petrolina
2015-10-20,28.2,34.3,21.9,0.0,7.75,22.3,Petrolina
2015-10-21,28.9,35.9,21.8,0.0,8.01,20.1,Petrolina
2015-10-22,30.1,36.0,23.0,0.0,7.99,18.7,Petrolina
2015-10-23,30.6,36.9,23.8,0.0,8.46,19.4,Petrolina
2015-10-24,29.9,34.9,24.9,0.0,7.39,23.7,Petrolina
2015-10-25,29.1,35.9,23.0,0.0,8.79,23.8,Petrolina
2015-10-26,28.3,34.8,22.0,0.0,8.55,22.6,Petrolina
2015-10-27,28.7,35.7,21.8,0.0,9.12,21.9,Petrolina
2015-10-28,29.1,35.8,22.3,0.0,8.41,21.5,Petrolina
2015-10-29,29.9,35.7,22.9,0.0,7.84,19.4,Petrolina
2015-10-30,29.4,33.9,24.4,0.0,7.19,23.9,Petrolina
2015-10-31,28.2,32.4,24.0,0.1,6.53,21.3,Petrolina
2015-11-01,28.1,33.1,23.1,0.0,7.14,21.3,Petrolina
2015-11-02,28.4,34.4,22.1,0.0,8.5,27.2,Petrolina
2015-11-03,29.0,36.0,22.8,0.0,8.74,26.8,Petrolina
2015-11-04,28.7,35.2,22.2,0.0,8.68,25.4,Petrolina
2015-11-05,29.5,35.8,22.6,0.0,7.85,19.0,Petrolina
2015-11-06,30.9,36.9,23.8,0.0,8.05,19.2,Petrolina
2015-11-07,30.5,36.9,24.1,0.0,8.86,23.4,Petrolina
2015-11-08,28.2,33.9,23.0,0.0,7.38,23.9,Petrolina
2015-11-09,27.6,32.4,22.1,0.0,6.77,26.5,Petrolina
2015-11-10,27.5,32.9,22.4,0.0,6.82,25.2,Petrolina
2015-11-11,27.9,34.8,20.8,0.0,8.88,28.2,Petrolina
2015-11-12,29.0,36.3,21.5,0.0,8.43,20.3,Petrolina
2015-11-13,31.0,37.8,23.1,0.0,8.73,17.2,Petrolina
2015-11-14,31.7,37.7,25.2,0.0,8.17,17.3,Petrolina
2015-11-15,31.6,36.6,25.7,0.0,8.25,18.8,Petrolina
2015-11-16,31.8,36.6,26.2,0.0,8.24,20.9,Petrolina
2015-11-17,31.1,37.3,25.4,0.0,8.84,21.3,Petrolina
2015-11-18,30.8,36.7,24.6,0.0,8.4,19.0,Petrolina
2015-11-19,30.7,36.4,23.7,0.0,7.9,18.0,Petrolina
2015-11-20,31.7,36.9,25.4,0.0,7.11,18.9,Petrolina
2015-11-21,32.0,36.8,27.2,0.0,7.98,17.4,Petrolina
2015-11-22,31.1,37.1,25.0,0.0,8.22,20.2,Petrolina
2015-11-23,31.2,36.3,25.0,0.0,7.63,19.3,Petrolina
2015-11-24,31.8,36.4,26.1,0.0,7.16,17.7,Petrolina
2015-11-25,31.7,35.6,27.8,0.0,6.44,13.2,Petrolina
2015-11-26,31.9,36.7,27.8,0.5,6.36,16.1,Petrolina
2015-11-27,31.7,35.9,27.1,0.4,6.74,17.6,Petrolina
2015-11-28,30.9,35.9,25.8,0.0,7.76,23.7,Petrolina
2015-11-29,31.3,37.2,24.8,0.0,8.6,24.7,Petrolina
2015-11-30,31.0,37.6,24.1,0.0,9.72,21.5,Petrolina
2015-12-01,30.7,37.5,23.9,0.0,9.64,23.6,Petrolina
2015-12-02,30.1,36.9,22.9,0.0,9.13,22.9,Petrolina
2015-12-03,31.2,37.4,24.1,0.0,8.08,19.8,Petrolina
2015-12-04,32.2,37.5,25.8,0.0,7.6,15.6,Petrolina
2015-12-05,32.1,35.9,28.6,0.0,6.36,14.7,Petrolina
2015-12-06,30.8,34.9,28.0,1.6,5.9,11.8,Petrolina
2015-12-07,31.4,35.7,27.6,0.2,6.83,15.2,Petrolina
2015-12-08,31.7,37.6,25.7,0.0,9.1,20.6,Petrolina
2015-12-09,30.0,36.5,23.4,0.0,9.03,22.8,Petrolina
2015-12-10,29.6,35.6,23.3,0.0,8.13,21.3,Petrolina
2015-12-11,30.9,36.2,24.3,0.0,7.93,18.7,Petrolina
2015-12-12,31.5,37.0,24.9,0.0,8.69,20.3,Petrolina
2015-12-13,31.0,37.4,25.1,0.0,9.5,24.3,Petrolina
2015-12-14,29.5,36.1,23.1,0.0,9.45,27.7,Petrolina
2015-12-15,29.4,35.8,23.3,0.0,8.86,22.2,Petrolina
2015-12-16,29.9,36.3,23.1,0.0,8.71,20.8,Petrolina
2015-12-17,30.3,36.4,24.4,0.0,8.9,20.3,Petrolina
2015-12-18,30.0,35.8,24.2,0.0,8.66,25.3,Petrolina
2015-12-19,28.5,35.2,24.2,1.8,6.91,23.1,Petrolina
2015-12-20,29.1,35.2,23.8,0.2,8.07,20.3,Petrolina
2015-12-21,28.6,35.1,23.4,0.0,8.06,24.8,Petrolina
2015-12-22,28.7,34.6,24.0,0.0,8.13,27.0,Petrolina
2015-12-23,28.6,35.0,23.1,0.0,8.6,29.6,Petrolina
2015-12-24,28.0,33.3,22.8,0.3,7.06,27.8,Petrolina
2015-12-25,28.0,33.2,23.5,2.3,6.89,22.7,Petrolina
2015-12-26,29.0,35.3,23.4,0.0,7.68,24.1,Petrolina
2015-12-27,28.7,34.6,23.2,0.9,7.82,23.9,Petrolina
2015-12-28,28.8,35.4,23.4,0.2,7.52,22.7,Petrolina
2015-12-29,27.8,33.1,24.5,3.6,5.98,20.6,Petrolina
2015-12-30,27.9,33.3,23.8,0.0,6.67,18.5,Petrolina
2015-12-31,28.4,33.9,23.4,0.0,6.78,24.0,Petrolina
2016-01-01,29.1,34.1,24.4,0.0,6.61,16.6,Petrolina
2016-01-02,30.1,34.8,24.8,0.0,6.1,12.3,Petrolina
2016-01-03,31.4,36.1,27.2,0.0,6.25,15.2,Petrolina
2016-01-04,29.2,35.4,25.1,13.4,5.78,15.7,Petrolina
2016-01-05,26.8,31.5,23.3,6.1,3.89,16.9,Petrolina
2016-01-06,25.3,27.9,23.3,19.4,2.66,17.3,Petrolina
2016-01-07,25.1,28.2,22.6,15.8,3.17,11.1,Petrolina
2016-01-08,23.5,24.7,22.6,38.9,0.96,14.1,Petrolina
2016-01-09,25.0,28.8,22.3,3.5,3.48,20.8,Petrolina
2016-01-10,26.0,30.3,22.7,0.8,4.92,21.3,Petrolina
2016-01-11,26.5,31.4,22.9,0.5,5.44,20.5,Petrolina
2016-01-12,26.8,31.4,23.5,0.0,5.01,18.3,Petrolina
2016-01-13,27.0,31.0,23.6,0.0,4.26,18.4,Petrolina
2016-01-14,25.3,28.6,22.9,5.6,3.02,9.0,Petrolina
2016-01-15,26.1,30.3,22.4,4.7,4.1,9.1,Petrolina
2016-01-16,26.6,31.2,23.5,4.2,3.95,8.5,Petrolina
2016-01-17,24.3,26.1,23.2,14.3,1.56,8.9,Petrolina
2016-01-18,25.8,29.5,22.9,5.5,3.59,9.8,Petrolina
2016-01-19,25.1,28.2,22.9,5.4,1.97,11.9,Petrolina
2016-01-20,24.2,25.6,23.3,9.7,1.63,10.4,Petrolina
2016-01-21,24.2,26.1,22.7,11.6,1.87,9.4,Petrolina
2016-01-22,23.6,24.7,22.7,18.4,1.22,8.7,Petrolina
2016-01-23,24.8,27.8,22.5,13.5,3.48,11.8,Petrolina
2016-01-24,25.1,28.6,22.7,6.7,2.98,10.5,Petrolina
2016-01-25,25.9,29.8,23.3,9.9,3.89,14.1,Petrolina
2016-01-26,25.8,29.7,23.2,2.5,3.42,13.0,Petrolina
2016-01-27,25.9,28.9,23.5,1.6,3.11,14.4,Petrolina
2016-01-28,24.8,29.4,22.4,2.3,3.66,12.5,Petrolina
2016-01-29,25.5,30.8,21.7,0.3,5.78,23.2,Petrolina
2016-01-30,25.0,29.9,21.2,0.2,5.46,26.9,Petrolina
2016-01-31,24.7,29.9,20.6,0.9,5.48,22.2,Petrolina
2016-02-01,25.2,29.9,21.8,1.8,4.63,22.5,Petrolina
2016-02-02,25.5,29.9,22.2,0.5,4.7,19.4,Petrolina
2016-02-03,25.5,29.3,22.4,0.2,3.75,16.5,Petrolina
2016-02-04,26.0,31.0,21.6,0.0,6.14,18.1,Petrolina
2016-02-05,26.2,31.6,21.2,0.0,6.44,21.4,Petrolina
2016-02-06,26.3,31.9,22.4,0.0,6.53,20.9,Petrolina
2016-02-07,26.4,31.8,21.2,0.0,7.04,20.1,Petrolina
2016-02-08,26.4,32.3,21.1,0.0,7.03,21.5,Petrolina
2016-02-09,26.7,33.0,20.7,0.0,7.31,21.4,Petrolina
2016-02-10,27.5,33.0,22.5,0.0,6.49,20.9,Petrolina
2016-02-11,28.4,33.8,23.1,0.2,6.11,15.3,Petrolina
2016-02-12,29.2,34.3,23.8,0.0,5.76,12.3,Petrolina
2016-02-13,28.0,32.2,24.6,1.8,5.2,7.9,Petrolina
2016-02-14,27.1,32.4,24.4,3.0,4.93,14.2,Petrolina
2016-02-15,28.2,34.5,23.3,0.0,7.4,19.0,Petrolina
2016-02-16,28.1,33.6,23.8,0.2,6.41,26.1,Petrolina
2016-02-17,28.1,33.6,22.8,0.0,8.06,24.3,Petrolina
2016-02-18,27.9,33.7,22.6,0.0,6.5,20.5,Petrolina
2016-02-19,27.2,32.4,23.7,0.1,5.55,20.7,Petrolina
2016-02-20,27.9,34.2,23.7,1.4,6.05,23.2,Petrolina
2016-02-21,28.3,34.7,22.2,0.0,8.17,25.7,Petrolina
2016-02-22,28.1,34.7,22.2,0.0,8.01,26.6,Petrolina
2016-02-23,28.4,35.1,22.2,0.0,8.09,24.9,Petrolina
2016-02-24,29.3,35.6,23.5,0.0,7.83,21.3,Petrolina
2016-02-25,29.4,35.7,24.3,0.2,7.62,20.0,Petrolina
2016-02-26,29.2,35.6,23.3,0.0,7.68,20.7,Petrolina
2016-02-27,28.9,35.9,23.0,0.0,8.24,22.9,Petrolina
2016-02-28,28.9,35.7,22.7,0.0,8.03,23.7,Petrolina
2016-02-29,29.8,36.0,24.0,0.0,8.31,21.6,Petrolina
2016-03-01,29.5,35.7,24.2,0.0,8.52,24.2,Petrolina
2016-03-02,28.9,35.3,22.8,0.0,8.35,22.0,Petrolina
2016-03-03,29.1,34.9,23.3,0.0,6.81,17.8,Petrolina
2016-03-04,30.2,35.9,24.6,0.0,7.29,19.4,Petrolina
2016-03-05,30.5,34.9,26.3,0.0,7.19,21.5,Petrolina
2016-03-06,29.5,36.0,23.9,0.0,8.15,24.8,Petrolina
2016-03-07,29.5,35.6,23.8,0.0,8.1,25.4,Petrolina
2016-03-08,29.1,34.1,23.9,0.0,6.54,22.6,Petrolina
2016-03-09,29.1,33.9,23.8,0.0,6.63,23.7,Petrolina
2016-03-10,30.2,35.7,24.5,0.0,7.85,19.1,Petrolina
2016-03-11,29.9,33.9,25.5,0.0,6.35,15.7,Petrolina
2016-03-12,29.5,34.6,25.6,0.0,5.67,17.8,Petrolina
2016-03-13,30.2,35.5,25.1,0.0,8.08,21.9,Petrolina
2016-03-14,29.3,35.2,23.5,0.0,8.18,24.6,Petrolina
2016-03-15,29.5,35.4,23.5,0.0,8.26,23.7,Petrolina
2016-03-16,29.5,34.9,23.6,0.0,8.18,24.1,Petrolina
2016-03-17,29.8,35.0,24.4,0.0,7.49,22.7,Petrolina
2016-03-18,29.4,33.4,25.1,0.7,5.98,20.1,Petrolina
2016-03-19,30.0,34.9,25.6,0.0,6.7,18.5,Petrolina
2016-03-20,29.6,35.1,25.3,0.2,6.46,19.2,Petrolina
2016-03-21,29.7,34.6,24.9,0.2,6.71,18.8,Petrolina
2016-03-22,30.7,36.3,25.6,0.0,7.71,17.4,Petrolina
2016-03-23,30.0,34.9,25.9,0.3,6.26,19.4,Petrolina
2016-03-24,28.8,32.9,24.6,4.1,4.92,14.7,Petrolina
2016-03-25,29.8,35.7,24.7,0.0,7.9,23.3,Petrolina
2016-03-26,30.1,36.0,23.8,0.0,8.06,23.1,Petrolina
2016-03-27,30.1,35.8,24.7,0.0,7.59,23.7,Petrolina
2016-03-28,29.9,35.8,24.1,0.0,8.81,24.0,Petrolina
2016-03-29,29.4,35.4,23.9,0.0,7.57,25.7,Petrolina
2016-03-30,28.7,33.4,24.7,0.2,5.89,19.6,Petrolina
2016-03-31,29.3,35.0,25.3,0.0,7.95,28.3,Petrolina
2016-04-01,28.5,35.0,23.1,0.0,7.08,23.3,Petrolina
2016-04-02,28.4,34.1,22.7,0.0,7.15,20.0,Petrolina
2016-04-03,28.4,33.6,23.3,0.0,6.06,19.8,Petrolina
2016-04-04,29.4,34.9,24.4,0.0,7.08,19.4,Petrolina
2016-04-05,27.9,31.5,23.4,0.6,5.85,23.6,Petrolina
2016-04-06,29.1,34.5,24.2,0.0,7.15,21.1,Petrolina
2016-04-07,29.3,34.8,23.8,0.0,6.93,20.2,Petrolina
2016-04-08,29.5,34.5,24.7,0.0,5.87,15.5,Petrolina
2016-04-09,30.6,35.3,25.7,0.0,6.67,21.4,Petrolina
2016-04-10,30.2,35.6,25.4,0.0,7.5,21.3,Petrolina
2016-04-11,29.9,35.2,25.0,0.0,7.34,22.6,Petrolina
2016-04-12,29.4,34.2,24.7,0.0,7.6,25.6,Petrolina
2016-04-13,28.8,34.5,22.5,0.0,8.08,27.7,Petrolina
2016-04-14,27.7,32.5,24.4,0.8,6.05,25.3,Petrolina
2016-04-15,28.2,32.4,23.7,0.0,6.17,26.6,Petrolina
2016-04-16,28.3,34.4,22.6,0.0,7.4,26.7,Petrolina
2016-04-17,28.1,32.9,23.7,0.0,6.8,26.4,Petrolina
2016-04-18,27.8,32.7,24.1,0.1,5.82,29.2,Petrolina
2016-04-19,27.8,34.2,21.9,0.0,7.18,26.6,Petrolina
2016-04-20,27.4,33.6,21.3,0.0,7.18,23.2,Petrolina
2016-04-21,27.6,33.0,21.9,0.0,6.14,26.0,Petrolina
2016-04-22,28.6,33.9,23.2,0.0,6.82,22.2,Petrolina
2016-04-23,28.4,34.6,22.6,0.0,7.21,23.8,Petrolina
2016-04-24,28.3,34.3,22.5,0.0,7.2,22.4,Petrolina
2016-04-25,28.4,34.4,22.7,0.0,7.12,23.4,Petrolina
2016-04-26,28.5,34.3,22.8,0.0,6.87,18.4,Petrolina
2016-04-27,29.3,35.3,23.3,0.0,7.1,20.8,Petrolina
2016-04-28,29.9,35.9,24.3,0.0,7.43,19.3,Petrolina
2016-04-29,29.3,34.8,23.9,0.0,7.1,19.5,Petrolina
2016-04-30,29.3,34.9,24.2,0.0,6.72,19.0,Petrolina
2016-05-01,29.6,35.6,23.5,0.0,7.59,19.8,Petrolina
2016-05-02,28.9,34.6,23.6,0.0,7.53,22.6,Petrolina
2016-05-03,27.1,32.1,23.8,0.5,5.64,24.2,Petrolina
2016-05-04,27.2,32.4,22.7,0.0,5.58,22.3,Petrolina
2016-05-05,27.2,32.9,21.2,0.0,7.03,21.8,Petrolina
2016-05-06,27.5,33.1,22.6,0.0,6.77,23.8,Petrolina
2016-05-07,27.2,32.0,22.0,0.0,6.26,25.1,Petrolina
2016-05-08,26.8,32.3,21.5,0.0,6.47,24.1,Petrolina
2016-05-09,26.8,31.9,21.0,0.0,6.37,23.3,Petrolina
2016-05-10,27.3,32.4,22.0,0.0,5.89,22.2,Petrolina
2016-05-11,27.9,32.7,24.0,0.0,5.05,19.4,Petrolina
2016-05-12,28.3,33.9,23.1,0.0,6.24,18.6,Petrolina
2016-05-13,28.4,33.7,23.4,0.0,6.68,20.7,Petrolina
2016-05-14,27.8,33.3,22.5,0.0,7.14,23.4,Petrolina
2016-05-15,26.8,31.2,23.7,0.5,5.22,23.4,Petrolina
2016-05-16,26.4,30.5,23.0,0.0,4.25,21.7,Petrolina
2016-05-17,27.4,32.7,22.0,0.0,5.18,19.0,Petrolina
2016-05-18,28.2,34.1,22.7,0.0,6.25,19.1,Petrolina
2016-05-19,27.5,33.2,22.3,0.0,6.83,23.7,Petrolina
2016-05-20,26.2,31.0,21.6,0.0,6.5,27.9,Petrolina
2016-05-21,27.0,32.7,21.2,0.0,5.88,20.5,Petrolina
2016-05-22,27.8,33.5,22.6,0.0,6.78,20.1,Petrolina
2016-05-23,27.3,33.4,21.8,0.0,6.01,22.6,Petrolina
2016-05-24,26.7,30.8,23.7,0.3,4.2,22.4,Petrolina
2016-05-25,24.2,25.9,22.7,2.2,2.57,27.8,Petrolina
2016-05-26,24.5,28.4,22.1,0.2,3.59,30.3,Petrolina
2016-05-27,24.7,29.3,21.4,0.0,5.1,24.2,Petrolina
2016-05-28,25.6,31.7,20.8,0.0,5.42,25.3,Petrolina
2016-05-29,25.5,30.5,22.0,0.0,3.79,22.4,Petrolina
2016-05-30,26.3,30.0,23.2,0.0,3.92,20.6,Petrolina
2016-05-31,26.9,32.2,22.6,0.0,5.03,20.9,Petrolina
2016-06-01,26.5,32.6,21.7,0.0,6.0,21.7,Petrolina
2016-06-02,26.1,32.5,19.9,0.0,5.48,17.8,Petrolina
2016-06-03,27.2,33.2,21.5,0.0,5.63,17.8,Petrolina
2016-06-04,28.6,34.8,22.6,0.0,6.15,19.5,Petrolina
2016-06-05,28.4,33.6,23.9,0.0,5.25,18.9,Petrolina
2016-06-06,28.1,33.3,22.9,0.0,5.62,15.8,Petrolina
2016-06-07,28.3,34.0,22.4,0.0,5.31,15.5,Petrolina
2016-06-08,29.0,35.1,22.9,0.0,6.15,16.6,Petrolina
2016-06-09,27.9,33.7,22.3,0.0,6.05,17.0,Petrolina
2016-06-10,27.1,32.6,22.0,0.0,5.55,21.6,Petrolina
2016-06-11,26.8,32.8,21.1,0.0,5.61,18.4,Petrolina
2016-06-12,26.9,33.0,21.3,0.0,6.47,19.5,Petrolina
2016-06-13,26.0,31.9,20.4,0.0,6.55,23.1,Petrolina
2016-06-14,24.3,30.1,21.2,0.0,5.12,30.4,Petrolina
2016-06-15,23.3,27.2,20.3,0.0,3.62,26.8,Petrolina
2016-06-16,24.4,28.3,20.6,0.0,4.72,27.2,Petrolina
2016-06-17,24.0,28.4,21.1,0.4,4.56,28.0,Petrolina
2016-06-18,24.1,29.3,21.2,0.2,4.01,21.6,Petrolina
2016-06-19,24.3,29.8,19.9,0.1,3.96,21.7,Petrolina
2016-06-20,24.7,30.2,20.6,0.0,5.76,23.6,Petrolina
2016-06-21,24.3,30.4,19.0,0.0,5.86,27.6,Petrolina
2016-06-22,23.9,28.0,21.1,0.4,3.91,30.6,Petrolina
2016-06-23,24.9,30.0,20.9,0.0,5.45,26.6,Petrolina
2016-06-24,24.1,28.7,19.8,0.0,4.83,23.4,Petrolina
2016-06-25,23.5,28.2,19.9,0.1,4.03,29.4,Petrolina
2016-06-26,23.4,28.1,21.2,0.3,3.81,29.3,Petrolina
2016-06-27,23.8,28.4,20.5,0.0,5.03,30.3,Petrolina
2016-06-28,23.2,26.2,19.0,0.0,4.15,27.5,Petrolina
2016-06-29,23.9,30.3,19.8,0.0,5.55,28.5,Petrolina
2016-06-30,23.9,29.6,19.7,0.0,5.13,32.1,Petrolina
2016-07-01,24.0,28.1,20.8,0.0,4.53,27.5,Petrolina
2016-07-02,24.7,30.0,21.0,0.0,5.92,29.0,Petrolina
2016-07-03,24.5,29.2,20.5,0.0,5.21,29.4,Petrolina
2016-07-04,24.9,30.6,21.1,0.0,5.43,29.5,Petrolina
2016-07-05,24.1,29.2,20.4,0.0,4.6,27.6,Petrolina
2016-07-06,24.3,28.5,20.6,0.0,4.31,26.2,Petrolina
2016-07-07,25.4,31.7,19.9,0.0,5.7,19.2,Petrolina
2016-07-08,25.5,31.7,20.2,0.0,5.4,22.2,Petrolina
2016-07-09,25.1,30.7,20.7,0.0,6.09,24.7,Petrolina
2016-07-10,24.1,28.3,20.8,0.0,4.15,23.5,Petrolina
2016-07-11,24.3,28.6,19.9,0.1,4.34,23.3,Petrolina
2016-07-12,24.2,30.1,19.7,0.0,4.81,19.7,Petrolina
2016-07-13,24.9,31.2,18.9,0.0,5.42,18.9,Petrolina
2016-07-14,25.0,30.8,19.9,0.0,6.03,21.0,Petrolina
2016-07-15,24.9,30.7,19.9,0.0,5.96,22.8,Petrolina
2016-07-16,24.5,30.5,18.6,0.0,5.32,18.3,Petrolina
2016-07-17,26.2,32.8,19.6,0.0,5.04,14.1,Petrolina
2016-07-18,26.9,34.2,20.2,0.0,6.82,23.5,Petrolina
2016-07-19,25.3,31.5,19.6,0.0,6.7,25.7,Petrolina
2016-07-20,24.5,30.5,19.1,0.0,5.05,22.5,Petrolina
2016-07-21,24.6,31.0,18.3,0.0,6.27,22.1,Petrolina
2016-07-22,24.6,30.8,18.5,0.0,6.64,25.0,Petrolina
2016-07-23,23.9,27.9,19.3,0.0,4.82,26.8,Petrolina
2016-07-24,24.4,30.3,19.8,0.2,5.58,28.4,Petrolina
